Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,1239,Sales,18,2,Technical Degree,1,15420,4,Male,48,3,1,Sales Executive,4,Married,3286,21931,2,Y,No,22,3,2,80,1,8,4,3,2,1,0,1
44,No,Travel_Frequently,1281,Research & Development,1,1,Technical Degree,1,15421,3,Female,47,2,4,Manager,2,Divorced,7928,14824,3,Y,No,11,3,2,80,1,20,3,3,6,3,2,0
34,No,Travel_Rarely,756,Research & Development,4,3,Other,1,15422,4,Male,66,1,2,Healthcare Representative,3,Married,4228,3849,3,Y,No,11,3,4,80,2,6,5,3,2,0,0,1
50,No,Travel_Rarely,573,Research & Development,2,3,Medical,1,15423,3,Male,96,3,4,Research Director,4,Single,9596,19713,4,Y,No,11,3,2,80,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,683,Sales,1,1,Medical,1,15424,3,Female,90,3,2,Sales Executive,4,Single,2864,25786,2,Y,No,18,4,3,80,0,9,0,4,6,2,0,1
39,Yes,Travel_Rarely,374,Research & Development,8,1,Other,1,15425,2,Female,74,3,1,Healthcare Representative,2,Married,2242,19514,1,Y,No,12,3,1,80,0,9,2,2,6,3,1,4
30,No,Travel_Rarely,1468,Research & Development,11,3,Medical,1,15426,2,Female,58,3,2,Healthcare Representative,4,Married,2555,25491,1,Y,No,20,4,4,80,0,1,2,2,0,0,0,0
41,No,Travel_Rarely,1107,Sales,11,3,Medical,1,15427,3,Male,60,4,4,Sales Representative,3,Married,12739,14335,2,Y,Yes,17,3,2,80,0,14,4,3,1,0,0,0
37,No,Travel_Rarely,649,Research & Development,3,1,Life Sciences,1,15428,4,Male,90,4,3,Research Director,3,Single,7424,4578,4,Y,Yes,13,3,1,80,1,20,3,2,4,1,1,1
36,No,Travel_Rarely,1397,Research & Development,5,3,Life Sciences,1,15429,3,Female,92,4,1,Manufacturing Director,2,Single,2951,2150,6,Y,No,11,4,3,80,2,8,0,3,5,3,1,0
48,No,Non-Travel,1411,Research & Development,3,2,Other,1,15430,2,Male,42,3,2,Laboratory Technician,3,Single,2858,8448,3,Y,No,11,3,3,80,2,17,3,3,8,1,2,1
31,No,Travel_Rarely,618,Research & Development,7,2,Medical,1,15431,3,Female,52,4,2,Manufacturing Director,3,Divorced,2339,26760,2,Y,No,11,3,2,80,1,10,1,1,3,1,0,0
43,No,Travel_Rarely,693,Research & Development,1,2,Life Sciences,1,15432,3,Male,88,2,5,Manager,2,Single,11115,10258,5,Y,Yes,13,3,3,80,1,17,4,3,9,3,1,3
30,No,Travel_Rarely,1246,Research & Development,11,1,Technical Degree,1,15433,3,Male,44,3,2,Research Director,3,Married,2458,16997,2,Y,Yes,11,3,2,80,0,8,2,4,5,2,0,1
38,Yes,Travel_Rarely,1206,Research & Development,29,2,Life Sciences,1,15434,1,Male,62,1,3,Research Director,4,Married,7147,26237,4,Y,No,11,4,3,80,0,22,3,2,5,3,1,2
26,Yes,Non-Travel,393,Sales,18,1,Marketing,1,15435,2,Female,53,4,1,Sales Representative,2,Married,2191,7011,2,Y,No,11,3,2,80,1,4,1,3,1,0,0,0
31,No,Travel_Rarely,1442,Sales,22,1,Medical,1,15436,1,Male,48,2,1,Sales Representative,4,Divorced,4424,4390,2,Y,No,14,3,2,80,1,5,6,2,0,0,0,0
36,Yes,Travel_Rarely,556,Sales,2,1,Other,1,15437,4,Female,70,3,2,Manager,3,Single,3025,26965,5,Y,No,15,3,4,80,1,14,3,1,3,0,1,1
54,No,Travel_Frequently,843,Sales,6,2,Other,1,15438,3,Male,87,2,4,Sales Executive,3,Single,14878,12751,8,Y,No,11,3,4,80,0,36,6,4,13,10,4,10
38,No,Travel_Rarely,442,Research & Development,19,2,Other,1,15439,2,Female,45,4,2,Research Director,3,Single,2172,6224,1,Y,No,14,3,1,80,0,3,1,4,1,0,0,0
53,No,Travel_Rarely,1367,Research & Development,3,3,Technical Degree,1,15440,3,Male,52,3,4,Research Director,3,Married,14661,5859,7,Y,Yes,15,4,2,80,0,35,3,2,22,15,7,6
39,No,Travel_Rarely,759,Research & Development,13,2,Other,1,15441,4,Female,63,3,2,Laboratory Technician,2,Married,2974,9632,2,Y,Yes,11,3,4,80,2,9,3,2,3,0,0,0
33,Yes,Travel_Rarely,234,Research & Development,10,2,Life Sciences,1,15442,2,Male,94,2,3,Research Director,3,Married,5462,9048,6,Y,Yes,11,3,3,80,0,17,4,2,0,0,0,0
52,No,Travel_Rarely,363,Research & Development,13,3,Technical Degree,1,15443,3,Female,80,3,3,Research Director,2,Divorced,5379,25320,4,Y,Yes,11,3,4,80,0,28,4,2,6,1,2,2
41,No,Travel_Rarely,363,Research & Development,14,1,Life Sciences,1,15444,2,Male,91,3,1,Healthcare Representative,3,Divorced,4073,12811,3,Y,No,21,3,3,80,2,22,4,3,10,4,1,6
31,No,Non-Travel,1260,Sales,9,1,Medical,1,15445,1,Male,72,4,1,Sales Executive,4,Divorced,1703,14981,2,Y,No,23,3,3,80,1,9,2,4,1,0,0,0
41,No,Travel_Rarely,1286,Sales,1,4,Medical,1,15446,4,Male,60,2,4,Sales Representative,3,Married,10748,16108,3,Y,No,16,3,4,80,2,20,3,2,13,9,1,5
34,No,Travel_Rarely,1357,Research & Development,13,2,Technical Degree,1,15447,3,Female,54,2,2,Manager,4,Single,4316,23370,5,Y,No,13,4,3,80,1,11,2,2,1,0,0,0
18,Yes,Travel_Rarely,1206,Sales,5,1,Marketing,1,15448,1,Male,32,3,1,Sales Representative,2,Single,2591,24325,3,Y,No,11,3,3,80,2,0,3,4,0,0,0,0
46,No,Travel_Rarely,1194,Research & Development,2,4,Other,1,15449,2,Male,82,3,3,Manager,4,Married,6676,16906,6,Y,No,11,3,3,80,0,30,1,2,15,5,3,7
47,No,Travel_Rarely,270,Research & Development,1,4,Technical Degree,1,15450,4,Male,70,3,2,Research Director,4,Married,3783,15300,5,Y,Yes,11,3,4,80,1,26,6,4,6,1,2,3
54,No,Travel_Rarely,652,Human Resources,16,4,Other,1,15451,3,Male,97,3,4,Human Resources,1,Married,19397,24165,5,Y,Yes,11,3,1,80,1,36,4,3,15,5,2,10
41,Yes,Travel_Frequently,950,Sales,4,2,Marketing,1,15452,2,Female,33,3,3,Sales Executive,3,Married,14831,12754,4,Y,No,16,3,1,80,1,22,0,3,17,4,9,5
35,No,Non-Travel,734,Sales,1,2,Medical,1,15453,3,Male,69,2,3,Sales Executive,3,Divorced,6014,6165,5,Y,No,11,3,4,80,2,17,2,3,2,1,0,1
45,Yes,Travel_Frequently,572,Sales,4,3,Other,1,15454,2,Male,37,2,3,Manager,3,Married,9224,20983,3,Y,No,12,3,3,80,0,20,5,3,6,2,2,1
45,No,Travel_Frequently,255,Research & Development,4,5,Life Sciences,1,15455,4,Male,75,2,3,Research Scientist,2,Single,7727,9898,7,Y,Yes,12,3,2,80,0,27,1,4,6,5,3,4
53,No,Travel_Rarely,1287,Research & Development,5,3,Technical Degree,1,15456,2,Male,60,3,4,Manufacturing Director,4,Single,10070,17108,6,Y,No,15,3,1,80,0,27,3,4,23,6,17,12
37,No,Travel_Frequently,1480,Human Resources,5,2,Human Resources,1,15457,3,Male,97,2,2,Manager,1,Married,2605,24041,3,Y,No,11,4,2,80,1,21,3,3,11,4,3,4
35,No,Travel_Rarely,216,Sales,10,1,Life Sciences,1,15458,1,Male,52,4,2,Sales Executive,2,Married,3417,13306,2,Y,No,11,3,2,80,1,12,3,2,2,0,0,1
30,Yes,Travel_Rarely,1015,Research & Development,5,1,Other,1,15459,3,Male,37,4,1,Healthcare Representative,3,Single,1611,4396,1,Y,Yes,16,3,1,80,0,2,0,3,0,0,0,0
42,No,Travel_Frequently,468,Research & Development,1,3,Other,1,15460,3,Male,34,2,3,Research Director,4,Single,6769,20794,5,Y,No,12,3,3,80,0,17,3,4,5,2,3,0
22,Yes,Travel_Frequently,998,Sales,2,2,Other,1,15461,1,Female,95,4,1,Sales Representative,4,Divorced,1062,22427,0,Y,Yes,13,4,2,80,1,0,3,4,0,0,0,0
44,No,Travel_Rarely,1262,Research & Development,11,3,Technical Degree,1,15462,3,Male,43,3,2,Manager,4,Married,2224,13339,3,Y,Yes,11,3,1,80,0,16,3,4,6,2,2,1
43,No,Travel_Rarely,1444,Research & Development,5,3,Medical,1,15463,4,Female,48,3,3,Healthcare Representative,1,Single,9108,19155,3,Y,No,11,3,3,80,0,15,3,3,7,6,0,1
43,No,Travel_Rarely,364,Research & Development,1,3,Medical,1,15464,4,Male,97,4,4,Research Director,3,Single,10519,2137,7,Y,No,14,3,3,80,0,24,3,4,12,3,1,4
38,No,Travel_Rarely,442,Research & Development,6,3,Life Sciences,1,15465,2,Female,40,3,1,Laboratory Technician,2,Divorced,3701,5098,4,Y,No,11,3,4,80,2,20,4,4,7,2,1,5
52,No,Travel_Rarely,1157,Sales,9,3,Other,1,15466,2,Male,72,2,3,Sales Executive,4,Divorced,8553,19845,6,Y,No,25,3,3,80,0,28,2,3,15,8,4,7
45,No,Travel_Rarely,214,Research & Development,4,2,Other,1,15467,3,Male,99,3,2,Research Director,3,Married,6899,3614,4,Y,No,11,4,4,80,2,24,4,2,13,7,5,7
31,No,Travel_Frequently,288,Research & Development,12,2,Life Sciences,1,15468,4,Female,76,2,3,Research Scientist,3,Married,5706,3125,1,Y,No,19,3,1,80,1,0,3,2,0,0,0,0
31,No,Travel_Rarely,729,Research & Development,2,3,Technical Degree,1,15469,1,Female,74,3,2,Healthcare Representative,4,Divorced,2938,16704,1,Y,No,11,3,1,80,2,1,1,2,0,0,0,0
29,No,Travel_Rarely,133,Research & Development,7,1,Technical Degree,1,15470,4,Male,36,2,1,Manufacturing Director,2,Single,2835,22805,2,Y,Yes,15,3,2,80,0,3,1,2,1,0,0,0
42,Yes,Travel_Rarely,1180,Research & Development,7,1,Life Sciences,1,15471,3,Male,87,3,1,Laboratory Technician,3,Married,2825,3370,4,Y,Yes,11,3,2,80,1,11,5,2,2,0,0,0
27,No,Non-Travel,499,Research & Development,7,2,Life Sciences,1,15472,3,Male,41,3,2,Manager,3,Single,3379,15574,0,Y,No,11,3,3,80,0,0,3,3,0,0,0,0
47,No,Travel_Rarely,629,Research & Development,1,2,Other,1,15473,1,Female,55,3,2,Healthcare Representative,4,Married,3805,2461,4,Y,No,11,4,2,80,0,21,5,2,12,6,0,7
50,No,Travel_Rarely,524,Sales,7,3,Marketing,1,15474,3,Female,94,3,3,Sales Representative,3,Married,7476,7160,9,Y,Yes,11,3,2,80,1,34,3,2,25,16,13,13
29,Yes,Travel_Rarely,1325,Research & Development,11,1,Life Sciences,1,15475,3,Male,33,3,2,Healthcare Representative,2,Divorced,4929,24678,2,Y,No,11,4,4,80,2,13,2,3,4,0,0,3
35,No,Non-Travel,1488,Sales,2,1,Technical Degree,1,15476,3,Female,92,2,2,Sales Executive,3,Married,4900,18149,3,Y,Yes,11,3,4,80,0,5,4,2,1,0,0,0
37,No,Travel_Frequently,283,Sales,13,3,Life Sciences,1,15477,2,Male,82,3,2,Manager,3,Divorced,6263,21479,3,Y,No,13,3,1,80,0,16,1,3,7,6,1,5
45,No,Travel_Rarely,347,Sales,3,4,Technical Degree,1,15478,3,Female,41,4,3,Sales Representative,2,Married,8220,24106,7,Y,No,11,4,3,80,0,20,5,2,6,4,2,2
52,No,Travel_Frequently,1236,Research & Development,5,3,Medical,1,15479,3,Male,98,4,4,Healthcare Representative,2,Single,9003,24742,4,Y,No,14,4,3,80,0,29,0,2,14,12,1,6
21,No,Travel_Rarely,336,Research & Development,19,1,Other,1,15480,4,Male,86,4,2,Manufacturing Director,2,Divorced,6463,16035,2,Y,No,14,3,3,80,1,0,1,4,0,0,0,0
34,Yes,Travel_Rarely,1144,Sales,4,2,Other,1,15481,2,Male,52,3,1,Manager,2,Married,3537,9237,1,Y,No,11,3,2,80,1,2,6,2,0,0,0,0
34,No,Travel_Rarely,113,Research & Development,11,1,Other,1,15482,1,Female,76,4,2,Research Scientist,3,Married,4517,5908,5,Y,Yes,11,4,3,80,0,18,3,2,4,2,0,1
24,Yes,Travel_Frequently,394,Human Resources,29,2,Human Resources,1,15483,2,Female,76,3,1,Manager,1,Single,1658,10945,3,Y,No,11,3,2,80,3,5,4,1,1,0,0,0
32,Yes,Travel_Frequently,425,Research & Development,1,1,Technical Degree,1,15484,2,Female,54,2,1,Research Scientist,4,Married,2789,22949,4,Y,No,17,3,3,80,0,10,5,3,4,3,1,1
41,No,Travel_Frequently,550,Research & Development,5,1,Other,1,15485,1,Male,71,4,2,Laboratory Technician,3,Single,6115,16317,3,Y,No,19,4,2,80,1,18,2,4,9,3,3,3
34,No,Travel_Rarely,671,Human Resources,9,2,Life Sciences,1,15486,3,Male,51,3,2,Manager,3,Single,6635,7232,2,Y,Yes,11,3,4,80,1,10,4,3,4,3,2,0
22,No,Travel_Frequently,1248,Research & Development,8,1,Medical,1,15487,3,Male,99,3,2,Healthcare Representative,3,Single,5459,9582,1,Y,No,12,3,4,80,0,6,3,1,2,0,0,0
64,No,Travel_Rarely,1022,Research & Development,14,4,Technical Degree,1,15488,4,Female,78,3,4,Manager,4,Married,11334,18510,8,Y,Yes,14,3,3,80,1,30,0,4,11,5,5,1
40,No,Non-Travel,1238,Research & Development,4,2,Life Sciences,1,15489,1,Female,94,3,2,Research Director,3,Divorced,3921,25912,5,Y,Yes,12,3,1,80,1,21,4,2,6,3,2,1
38,No,Travel_Rarely,895,Sales,3,1,Marketing,1,15490,3,Male,53,3,3,Sales Representative,4,Married,6627,15852,3,Y,No,12,3,4,80,2,14,2,4,2,0,0,1
27,Yes,Travel_Rarely,1242,Sales,18,3,Life Sciences,1,15491,2,Female,97,4,3,Sales Executive,1,Single,3406,16404,2,Y,No,11,3,1,80,1,6,2,1,2,0,0,0
39,No,Travel_Rarely,1338,Research & Development,2,3,Life Sciences,1,15492,4,Female,56,3,2,Research Director,3,Divorced,5436,12243,5,Y,No,11,3,3,80,0,18,1,2,7,0,0,3
35,No,Travel_Rarely,534,Research & Development,2,3,Technical Degree,1,15493,3,Male,60,4,3,Manager,3,Married,6015,11214,3,Y,No,17,3,2,80,1,13,1,3,1,0,0,0
19,Yes,Travel_Frequently,497,Research & Development,1,2,Life Sciences,1,15494,3,Male,58,2,1,Research Scientist,3,Single,2433,22037,0,Y,Yes,14,3,1,80,1,0,2,2,0,0,0,0
27,Yes,Non-Travel,313,Research & Development,26,2,Other,1,15495,2,Male,56,3,1,Manufacturing Director,3,Single,2183,20023,2,Y,No,11,3,2,80,0,1,2,3,0,0,0,0
45,No,Travel_Frequently,877,Research & Development,13,1,Life Sciences,1,15496,3,Female,79,2,3,Research Director,3,Divorced,7462,18658,5,Y,Yes,18,3,3,80,2,17,2,3,4,1,1,1
55,No,Travel_Rarely,153,Sales,12,3,Technical Degree,1,15497,2,Female,83,2,4,Manager,3,Married,9836,17350,6,Y,No,13,3,2,80,0,39,6,1,13,8,2,3
40,No,Travel_Frequently,878,Research & Development,5,2,Life Sciences,1,15498,4,Female,84,1,4,Research Scientist,2,Single,9980,15833,5,Y,No,18,3,1,80,0,18,1,2,2,1,1,0
47,No,Non-Travel,1246,Research & Development,1,3,Life Sciences,1,15499,3,Female,85,2,4,Manufacturing Director,1,Single,12910,9442,6,Y,No,11,3,3,80,0,29,1,3,7,0,2,1
36,No,Travel_Rarely,926,Sales,9,4,Other,1,15500,3,Male,83,3,1,Manager,4,Single,2966,26930,3,Y,Yes,11,3,3,80,0,12,3,4,2,0,0,0
36,Yes,Travel_Rarely,1230,Research & Development,3,3,Medical,1,15501,3,Female,92,2,1,Manager,3,Divorced,1009,16727,2,Y,Yes,11,3,3,80,0,0,3,2,0,0,0,0
47,No,Travel_Rarely,1255,Research & Development,4,2,Technical Degree,1,15502,4,Female,86,2,2,Research Scientist,4,Divorced,7782,24419,4,Y,No,14,4,3,80,0,24,2,4,8,6,3,3
53,No,Travel_Rarely,1022,Sales,1,2,Medical,1,15503,1,Female,52,3,3,Manager,3,Married,8588,7360,7,Y,No,11,3,3,80,1,33,4,3,18,5,4,2
49,No,Travel_Rarely,1163,Sales,1,2,Life Sciences,1,15504,3,Male,78,2,4,Sales Executive,3,Single,10499,9564,5,Y,No,14,3,4,80,0,28,4,3,11,9,6,4
27,No,Travel_Rarely,157,Sales,4,1,Marketing,1,15505,2,Female,82,1,2,Sales Representative,1,Married,3299,24816,2,Y,No,16,3,3,80,2,11,3,3,7,3,1,5
36,No,Travel_Rarely,362,Sales,5,2,Life Sciences,1,15506,1,Female,86,2,1,Sales Representative,4,Divorced,2653,22855,4,Y,No,11,3,2,80,1,12,1,3,3,2,0,0
40,No,Travel_Rarely,593,Research & Development,2,1,Technical Degree,1,15507,4,Female,43,4,2,Manufacturing Director,4,Divorced,8867,15833,5,Y,No,11,3,3,80,0,22,0,3,2,1,0,0
35,No,Travel_Frequently,625,Research & Development,3,2,Life Sciences,1,15508,4,Female,75,3,3,Research Scientist,4,Divorced,8144,24622,3,Y,No,11,3,2,80,0,12,3,3,9,7,2,5
41,No,Travel_Rarely,1032,Research & Development,1,1,Life Sciences,1,15509,4,Male,86,3,3,Manager,4,Married,7015,14397,6,Y,No,11,3,2,80,1,25,3,4,12,7,8,7
45,No,Travel_Rarely,316,Research & Development,4,2,Life Sciences,1,15510,1,Female,80,3,4,Research Director,3,Married,12471,22471,3,Y,No,18,3,4,80,0,22,6,2,8,4,0,5
47,No,Travel_Rarely,1235,Research & Development,10,3,Other,1,15511,2,Male,34,1,4,Manufacturing Director,2,Divorced,9710,9348,5,Y,No,11,3,2,80,1,27,2,3,15,5,5,2
53,No,Travel_Rarely,1332,Research & Development,28,2,Medical,1,15512,3,Male,38,3,4,Laboratory Technician,1,Divorced,9704,25204,7,Y,Yes,13,3,2,80,2,37,4,1,10,4,1,4
34,No,Travel_Frequently,271,Sales,3,1,Marketing,1,15513,1,Female,66,4,1,Manager,2,Single,1166,4794,3,Y,No,16,3,2,80,0,7,4,3,0,0,0,0
24,No,Non-Travel,451,Research & Development,1,1,Medical,1,15514,2,Male,62,2,1,Healthcare Representative,3,Married,2949,5794,1,Y,No,12,3,1,80,1,3,0,2,1,0,0,0
40,No,Travel_Rarely,465,Sales,10,3,Marketing,1,15515,4,Male,88,3,3,Manager,2,Divorced,9701,8579,5,Y,No,11,3,3,80,0,20,3,2,0,0,0,0
55,No,Travel_Rarely,334,Research & Development,7,3,Life Sciences,1,15516,4,Female,56,4,4,Laboratory Technician,4,Divorced,11622,20472,6,Y,No,11,4,1,80,0,37,1,3,6,4,3,3
32,No,Travel_Rarely,1086,Research & Development,2,1,Technical Degree,1,15517,4,Male,39,4,1,Laboratory Technician,4,Married,1993,5696,2,Y,No,11,3,2,80,0,10,4,3,5,1,3,2
44,No,Travel_Frequently,959,Research & Development,17,2,Medical,1,15518,3,Female,74,3,4,Manufacturing Director,2,Married,11264,17355,8,Y,No,11,3,4,80,0,27,4,2,10,6,3,5
44,No,Travel_Rarely,847,Research & Development,2,3,Life Sciences,1,15519,4,Male,63,3,3,Healthcare Representative,4,Married,8702,2245,4,Y,No,11,4,1,80,0,28,3,4,20,11,0,6
39,No,Non-Travel,405,Sales,24,4,Life Sciences,1,15520,1,Male,92,2,3,Manager,2,Married,4646,16638,5,Y,Yes,12,4,4,80,0,20,3,4,6,4,1,0
37,No,Non-Travel,1434,Research & Development,2,2,Other,1,15521,4,Male,48,2,3,Research Scientist,4,Married,9172,25487,2,Y,No,11,3,4,80,0,10,4,3,3,1,1,0
28,No,Travel_Rarely,249,Sales,5,1,Marketing,1,15522,4,Female,41,2,1,Manager,4,Single,3653,26514,4,Y,No,22,3,3,80,0,11,2,4,3,2,0,1
18,No,Travel_Rarely,1278,Sales,1,1,Marketing,1,15523,4,Male,79,4,1,Sales Executive,2,Married,2233,26543,3,Y,No,11,3,2,80,3,2,3,1,0,0,0,0
26,No,Non-Travel,801,Research & Development,1,2,Medical,1,15524,2,Female,100,3,1,Manager,3,Married,4643,18738,2,Y,No,11,3,1,80,0,3,0,2,2,1,0,1
33,No,Travel_Frequently,1430,Research & Development,11,3,Other,1,15525,1,Female,43,4,4,Manufacturing Director,2,Married,14544,5345,3,Y,No,13,4,3,80,1,13,2,2,4,2,0,2
47,No,Travel_Frequently,188,Research & Development,8,2,Life Sciences,1,15526,2,Female,75,3,2,Laboratory Technician,3,Single,2901,19144,4,Y,No,16,3,2,80,0,30,1,3,14,2,0,11
36,Yes,Travel_Frequently,1016,Research & Development,15,2,Technical Degree,1,15527,3,Male,44,2,1,Manufacturing Director,2,Married,4311,18918,4,Y,No,23,3,3,80,1,11,0,3,4,2,1,1
32,No,Travel_Rarely,625,Research & Development,1,1,Medical,1,15528,3,Male,48,4,1,Healthcare Representative,4,Married,3105,25733,5,Y,No,11,4,3,80,1,14,1,2,4,2,0,3
29,No,Travel_Rarely,162,Research & Development,3,3,Other,1,15529,4,Female,33,1,3,Laboratory Technician,4,Divorced,6910,24312,3,Y,No,15,3,3,80,0,13,4,4,4,3,2,0
43,No,Travel_Rarely,948,Research & Development,3,3,Other,1,15530,2,Male,55,3,3,Manufacturing Director,2,Married,9067,4639,4,Y,No,11,3,4,80,0,10,3,2,5,2,1,3
50,Yes,Travel_Rarely,899,Research & Development,1,2,Technical Degree,1,15531,1,Male,94,2,2,Laboratory Technician,3,Married,5158,5247,5,Y,Yes,14,4,2,80,3,19,4,2,7,4,4,3
47,No,Non-Travel,171,Research & Development,1,2,Technical Degree,1,15532,3,Male,95,3,3,Research Director,4,Single,11893,4522,5,Y,No,12,3,2,80,0,25,0,1,10,3,1,4
43,Yes,Travel_Rarely,164,Sales,14,3,Life Sciences,1,15533,2,Female,74,3,2,Sales Executive,4,Single,4411,6995,7,Y,Yes,11,4,3,80,0,24,1,3,4,1,0,3
23,No,Travel_Frequently,1119,Sales,8,5,Medical,1,15534,2,Male,37,1,4,Sales Executive,4,Single,16689,17192,3,Y,Yes,21,3,3,80,2,3,3,4,1,0,0,0
34,Yes,Travel_Rarely,529,Research & Development,22,1,Technical Degree,1,15535,4,Male,40,1,1,Healthcare Representative,2,Divorced,3607,26137,4,Y,No,13,3,3,80,2,6,2,3,3,1,0,0
55,No,Travel_Rarely,1303,Research & Development,6,2,Other,1,15536,1,Female,56,4,4,Research Director,3,Married,8796,13420,4,Y,No,11,3,4,80,0,18,2,2,2,1,0,0
48,No,Travel_Rarely,1099,Sales,2,2,Marketing,1,15537,4,Female,71,3,3,Manager,2,Married,11679,5923,5,Y,No,11,3,4,80,2,24,3,1,14,5,0,1
22,Yes,Travel_Rarely,1371,Research & Development,1,3,Life Sciences,1,15538,4,Male,40,4,3,Research Director,3,Married,8259,13135,3,Y,No,12,3,4,80,1,5,1,2,0,0,0,0
36,No,Travel_Frequently,262,Research & Development,1,2,Other,1,15539,2,Male,36,3,2,Laboratory Technician,4,Single,3804,12244,3,Y,No,18,3,4,80,0,11,4,3,5,4,0,1
40,No,Travel_Rarely,523,Research & Development,1,1,Technical Degree,1,15540,4,Male,40,4,2,Research Scientist,2,Single,3969,6459,4,Y,No,11,3,3,80,2,10,2,4,8,2,0,0
30,Yes,Travel_Rarely,549,Research & Development,22,1,Medical,1,15541,2,Male,63,2,1,Healthcare Representative,3,Single,2376,14585,0,Y,No,11,3,3,80,2,2,5,3,0,0,0,0
18,Yes,Travel_Rarely,709,Research & Development,4,3,Other,1,15542,2,Male,67,3,1,Healthcare Representative,3,Single,2760,19415,1,Y,No,16,3,1,80,3,2,0,1,0,0,0,0
38,No,Travel_Rarely,922,Sales,5,2,Life Sciences,1,15543,3,Male,100,3,2,Sales Representative,1,Single,3654,17717,5,Y,No,11,3,4,80,2,19,3,2,10,1,1,4
30,Yes,Travel_Rarely,982,Research & Development,1,1,Life Sciences,1,15544,2,Male,64,3,2,Research Director,3,Divorced,4646,9421,2,Y,Yes,11,3,2,80,3,10,5,3,5,2,0,1
30,No,Travel_Rarely,1144,Sales,5,1,Life Sciences,1,15545,3,Male,64,2,1,Sales Executive,3,Married,2291,26050,3,Y,No,19,3,2,80,2,0,1,2,0,0,0,0
34,No,Travel_Frequently,962,Sales,5,1,Medical,1,15546,3,Male,87,4,2,Sales Executive,2,Married,3303,4883,4,Y,No,11,3,2,80,0,6,4,3,1,0,0,0
36,No,Travel_Rarely,542,Research & Development,10,2,Life Sciences,1,15547,4,Female,47,2,2,Laboratory Technician,3,Married,3642,14315,3,Y,No,12,3,4,80,0,11,5,2,5,1,2,1
37,No,Travel_Rarely,302,Research & Development,5,1,Technical Degree,1,15548,1,Male,71,3,3,Manufacturing Director,2,Married,11419,3987,3,Y,No,12,3,3,80,1,19,3,3,7,5,0,5
29,No,Travel_Rarely,1324,Research & Development,23,1,Technical Degree,1,15549,2,Male,79,4,2,Manager,4,Divorced,5810,16563,2,Y,No,11,3,3,80,0,7,5,4,3,1,1,0
35,Yes,Travel_Rarely,939,Research & Development,5,4,Life Sciences,1,15550,1,Male,95,3,3,Laboratory Technician,4,Divorced,9093,25076,4,Y,Yes,11,4,3,80,1,18,1,1,9,5,1,4
20,No,Non-Travel,298,Research & Development,5,2,Other,1,15551,3,Male,40,2,1,Healthcare Representative,4,Married,2630,6274,0,Y,No,11,3,2,80,0,0,2,1,0,0,0,0
40,No,Travel_Frequently,341,Sales,14,1,Medical,1,15552,3,Female,58,2,1,Manager,3,Single,3421,21200,3,Y,No,17,3,4,80,2,17,5,3,7,5,1,3
18,Yes,Travel_Frequently,785,Research & Development,6,2,Medical,1,15553,1,Female,44,2,2,Research Scientist,3,Divorced,2023,10039,3,Y,No,19,3,2,80,1,0,4,3,0,0,0,0
34,No,Travel_Rarely,851,Sales,7,2,Other,1,15554,4,Male,59,1,2,Sales Representative,4,Single,2885,15141,3,Y,No,15,3,3,80,2,9,2,3,4,2,0,2
46,No,Travel_Rarely,765,Research & Development,6,1,Technical Degree,1,15555,4,Female,81,4,3,Research Director,4,Married,7647,23885,6,Y,Yes,15,3,1,80,1,16,2,4,3,1,0,1
27,No,Travel_Frequently,603,Research & Development,4,1,Life Sciences,1,15556,3,Female,37,3,1,Manufacturing Director,3,Married,3020,12923,0,Y,No,11,3,4,80,0,2,5,3,0,0,0,0
44,No,Travel_Rarely,508,Research & Development,1,1,Medical,1,15557,3,Male,75,3,3,Research Scientist,2,Single,7281,7854,5,Y,Yes,11,3,3,80,1,23,1,4,3,0,1,1
48,No,Travel_Frequently,1182,Sales,22,2,Other,1,15558,3,Male,61,3,4,Sales Executive,4,Divorced,14270,21311,7,Y,No,11,3,3,80,1,29,4,2,6,1,3,3
18,Yes,Travel_Rarely,1492,Research & Development,2,1,Technical Degree,1,15559,2,Female,88,4,1,Research Director,1,Divorced,2271,10769,1,Y,No,17,3,3,80,1,0,5,4,0,0,0,0
36,No,Travel_Rarely,915,Research & Development,7,1,Medical,1,15560,2,Female,87,3,2,Manager,4,Divorced,5119,14363,3,Y,No,12,3,4,80,2,19,2,2,15,6,3,13
18,No,Travel_Rarely,662,Research & Development,7,4,Technical Degree,1,15561,3,Male,66,4,2,Healthcare Representative,1,Single,4554,15808,1,Y,No,11,3,4,80,0,0,2,2,0,0,0,0
